model,transformation,metric,n,clean_mean,transformed_mean,mean_degradation,median_degradation,ci95_lower,ci95_upper,rank_biserial,wilcoxon_W,p_raw,p_bh
resnet50,resize_sev1,IoU,12,0.1556835418260996,0.16348377085662832,-0.00780022903052873,-0.0032273884379580633,-0.014844590288000616,-0.0025407739929057954,-0.9230769230769231,3.0,0.00244140625,0.005859375
resnet50,resize_sev1,saliency_mass,12,0.25823693564992867,0.2658101476166241,-0.007573211966695387,-0.0012097099469201983,-0.016960151731407927,-0.0012658641487116751,-0.8461538461538461,6.0,0.0068359375,0.013671875
resnet50,resize_sev1,faithfulness_blur,12,0.04598088259290494,0.04122080939772947,0.004760073195175451,-0.0012079330533600633,-0.009126116053524636,0.019806084481125887,-0.02564102564102564,38.0,0.9697265625,0.9697265625
resnet50,resize_sev2,SO,12,0.25842921463769697,0.2702993513070789,-0.011870136669381868,-0.006542520479825065,-0.024092594222182236,-0.0033435022422255672,-0.8461538461538461,6.0,0.0068359375,0.01171875
resnet50,resize_sev2,IoU,12,0.1556835418260996,0.16508680345043497,-0.009403261624335394,-0.004547681608270501,-0.018936962453765815,-0.002612939311376759,-0.8717948717948718,5.0,0.0048828125,0.008370535714285714
resnet50,resize_sev2,saliency_mass,12,0.25823693564992867,0.2673036847609992,-0.00906674911107052,-0.002250468073218284,-0.020828978410594817,-0.0012974957783794788,-0.717948717948718,11.0,0.02685546875,0.04603794642857143
resnet50,resize_sev2,faithfulness_blur,12,0.04598088259290494,0.0379909830077966,0.00798989958510833,-0.0024670269249274734,-0.010144242152122335,0.030161993634286406,-0.02564102564102564,38.0,0.9697265625,0.9697265625
resnet50,resize_sev3,SO,12,0.25842921463769697,0.25622417063717806,0.0022050440005189098,-0.003302015590533225,-0.016611573157654255,0.02001724732039411,0.02564102564102564,38.0,0.9697265625,0.9697265625
resnet50,resize_sev3,IoU,12,0.1556835418260996,0.15522230807311296,0.00046123375298664306,-0.0025119552835103504,-0.014055586769305808,0.013705631030289378,0.02564102564102564,38.0,0.9697265625,0.9697265625
resnet50,resize_sev3,saliency_mass,12,0.25823693564992867,0.2558699437904201,0.002366991859508594,-0.0011447100222620743,-0.01651446644750415,0.02255581722141838,-0.1282051282051282,34.0,0.7333984375,0.8000710227272727
resnet50,resize_sev3,faithfulness_blur,12,0.04598088259290494,-0.009486429889144308,0.05546731248204923,0.009378270797042926,-0.0003666237303439176,0.13389902826832972,0.46153846153846156,21.0,0.17626953125,0.3021763392857143
