model,seed,video_id,category,ground_truth,transformation,transformation_family,severity,prob_fake,pred_fake,correct,SO,SO@10,SO@20,SO@30,IoU,IoU@10,IoU@20,IoU@30,saliency_mass,hit_rate,saliency_entropy,faithfulness,faithfulness_blur,faithfulness_zero,faithfulness_mean,ES_cos,explanation_IoU,explanation_IoU@10,explanation_IoU@20,explanation_IoU@30,prediction_preserved,n_valid_frames,n_failed_frames
resnet50,123,435,Original,0,brightening_sev1,brightening,1,0.01781477062003496,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,119,0
resnet50,123,435,Original,0,brightening_sev2,brightening,2,0.05103902737027961,0.01680672268907563,0.9831932773109243,,,,,,,,,,,,,,,,,,,,,0.9831932773109243,119,0
resnet50,123,435,Original,0,brightening_sev3,brightening,3,0.046858896592586886,0.03361344537815126,0.9663865546218487,,,,,,,,,,,,,,,,,,,,,0.9663865546218487,119,0
resnet50,123,435,Original,0,clean,clean,0,0.009238427703610195,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,119,0
resnet50,123,435,Original,0,darkening_sev1,darkening,1,0.008586287428771617,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,119,0
resnet50,123,435,Original,0,darkening_sev2,darkening,2,0.03883776968802877,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,119,0
resnet50,123,435,Original,0,darkening_sev3,darkening,3,0.07760394711297847,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,119,0
resnet50,123,435,Original,0,jpeg_sev1,jpeg,1,0.005452425887100365,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,119,0
resnet50,123,435,Original,0,jpeg_sev2,jpeg,2,0.0016836073416374702,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,119,0
resnet50,123,435,Original,0,jpeg_sev3,jpeg,3,0.020517564721076756,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,119,0
resnet50,123,435,Original,0,resize_sev1,resize,1,0.11464017361917082,0.06722689075630252,0.9327731092436975,,,,,,,,,,,,,,,,,,,,,0.9327731092436975,119,0
resnet50,123,435,Original,0,resize_sev2,resize,2,0.375247108008509,0.37815126050420167,0.6218487394957983,,,,,,,,,,,,,,,,,,,,,0.6218487394957983,119,0
resnet50,123,435,Original,0,resize_sev3,resize,3,0.453933130667991,0.42857142857142855,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,0.5714285714285714,119,0
resnet50,123,435_456,Deepfakes,1,brightening_sev1,brightening,1,0.7891748975805876,0.8067226890756303,0.8067226890756303,0.18792978313627287,0.2279880169314738,0.18792978313627287,0.15610846935742279,0.12309246831101911,0.08841904453945575,0.12309246831101911,0.12648499859851214,0.2039378976248496,0.2689075630252101,12.919798514422249,0.14416160939276967,0.14416160939276967,0.6039803751486064,0.6020918919972903,0.9014997769080484,0.7308018185719249,0.6899689606973453,0.7308018185719249,0.7560275118626961,0.773109243697479,119,0
resnet50,123,435_456,Deepfakes,1,brightening_sev2,brightening,2,0.9094639473727771,0.9495798319327731,0.9495798319327731,0.21013034099353287,0.24641535163459186,0.21013034099353287,0.178188027875986,0.14383699670730393,0.09780935397557265,0.14383699670730393,0.15179871059360295,0.21533933870915892,0.29411764705882354,13.038806738973665,0.03831466310853217,0.03831466310853217,0.6255871302158642,0.6684854867312462,0.8272241770679252,0.6218308190372768,0.5585842018738113,0.6218308190372768,0.6508748848926522,0.6302521008403361,119,0
resnet50,123,435_456,Deepfakes,1,brightening_sev3,brightening,3,0.8474009850633746,0.8991596638655462,0.8991596638655462,0.1957336653718342,0.2319414853029132,0.1957336653718342,0.16318062500654815,0.13113359815461526,0.09092400238407147,0.13113359815461526,0.13464467566439375,0.2045604000603338,0.2605042016806723,12.989251681736537,0.028051946316102236,0.028051946316102236,0.5472719916886016,0.6536442632659754,0.8478928592932242,0.6450478621966781,0.5878159016624644,0.6450478621966781,0.6675076150111527,0.680672268907563,119,0
resnet50,123,435_456,Deepfakes,1,clean,clean,0,0.5823583309753884,0.5798319327731093,0.5798319327731093,0.1498693242797351,0.18602880696911359,0.1498693242797351,0.12560188732487426,0.09280280969515314,0.06960572597005972,0.09280280969515314,0.09605122403896019,0.1685931852162446,0.24369747899159663,12.844915838802562,0.2009725685988576,0.2009725685988576,0.45833059882318616,0.4519661128914234,,,,,,,119,0
resnet50,123,435_456,Deepfakes,1,darkening_sev1,darkening,1,0.38601280861150694,0.35294117647058826,0.35294117647058826,0.10285437449661863,0.1316837213031705,0.10285437449661863,0.0871124165985188,0.0622663087657831,0.048604967372377295,0.0622663087657831,0.06532361274832692,0.11867406918310575,0.14285714285714285,13.010378164403578,0.18975926388227263,0.18975926388227263,0.27572654320138407,0.24342005221298388,0.7537671870970163,0.5871652441154707,0.5349076950160466,0.5871652441154707,0.6130519423220732,0.773109243697479,119,0
resnet50,123,435_456,Deepfakes,1,darkening_sev2,darkening,2,0.4077004539240308,0.3445378151260504,0.3445378151260504,0.09690732270325834,0.11551964895019928,0.09690732270325834,0.08194175331301923,0.05868881289867889,0.04226977695323515,0.05868881289867889,0.061403823500410674,0.10189607225106201,0.10084033613445378,13.158558324605478,0.125194805384684,0.125194805384684,0.22590155727347402,0.17188939900614883,0.6293487038941217,0.45778848024968544,0.4144252436534772,0.45778848024968544,0.4713736089097098,0.7142857142857143,119,0
resnet50,123,435_456,Deepfakes,1,darkening_sev3,darkening,3,0.18675481446650846,0.0,0.0,0.012772636066707524,0.010421708716081222,0.012772636066707524,0.014425181622473108,0.006141771132668626,0.003246459190848883,0.006141771132668626,0.008482443463102144,0.015341565916634292,0.008403361344537815,13.69861535465016,-0.022149656625354973,-0.022149656625354973,-0.03849300668582695,0.007925948832465826,0.075755555616171,0.034161133315002465,0.007690734843965836,0.034161133315002465,0.08216726233390716,0.42016806722689076,119,0
resnet50,123,435_456,Deepfakes,1,jpeg_sev1,jpeg,1,0.21410717385500166,0.14285714285714285,0.14285714285714285,0.07453478079503653,0.0962808850993608,0.07453478079503653,0.061699190883392874,0.041551810932057225,0.03389163174490375,0.041551810932057225,0.04181036191637886,0.08626852265107975,0.08403361344537816,12.985566828431201,0.05205789761336033,0.05205789761336033,0.1454213479036825,0.1527342024276878,0.6287355025617851,0.47076913953765004,0.3980064477494289,0.47076913953765004,0.5161147366764645,0.5630252100840336,119,0
resnet50,123,435_456,Deepfakes,1,jpeg_sev2,jpeg,2,0.008170173889634489,0.0,0.0,0.004176765629213392,0.003715358804156626,0.004176765629213392,0.004242231222551762,0.0019920996452256604,0.0011426931422052883,0.0019920996452256604,0.002461098023553332,0.004796655286914209,0.008403361344537815,13.35526529680781,0.0015114589488894664,0.0015114589488894664,0.002155206841465544,-0.004514551509348776,0.11445784184576685,0.07807238859432339,0.021036319053317324,0.07807238859432339,0.14003006880911856,0.42016806722689076,119,0
resnet50,123,435_456,Deepfakes,1,jpeg_sev3,jpeg,3,0.030852114250531235,0.0,0.0,0.000755211522526242,0.00012389172601399832,0.000755211522526242,0.0012911835615579833,0.00034446831623617143,3.690880477252689e-05,0.00034446831623617143,0.0007248479843742065,0.001538689835580503,0.0,13.319648261831588,0.0011013592612937521,0.0011013592612937521,0.011219832353453337,-0.01755503068302418,0.07338203886369082,0.04288976843553113,0.011559108641377727,0.04288976843553113,0.08901207648196462,0.42016806722689076,119,0
resnet50,123,435_456,Deepfakes,1,resize_sev1,resize,1,0.8864209396498544,0.9495798319327731,0.9495798319327731,0.2063222379274354,0.24431425087617004,0.2063222379274354,0.17823472313584368,0.13955660459627098,0.0962987153956107,0.13955660459627098,0.15139459543492312,0.21992318736954397,0.3025210084033613,12.915612052468692,0.1301104106134226,0.1301104106134226,0.6464953869581223,0.5977878502624876,0.8236213805122896,0.6380966913195448,0.5726699408794879,0.6380966913195448,0.6721437959648301,0.6134453781512605,119,0
resnet50,123,435_456,Deepfakes,1,resize_sev2,resize,2,0.9435354695350182,0.9663865546218487,0.9663865546218487,0.22170078412175404,0.25879051168233863,0.22170078412175404,0.19344819570407235,0.15421512922669778,0.10376111209498254,0.15421512922669778,0.17002833109815194,0.226977392772017,0.3025210084033613,13.029891695295062,0.09220215172639912,0.09220215172639912,0.6785152783977384,0.5918554785904013,0.7833604748111218,0.5891840470923111,0.5162296762426675,0.5891840470923111,0.6253191715454578,0.6134453781512605,119,0
resnet50,123,435_456,Deepfakes,1,resize_sev3,resize,3,0.8833354009049279,0.957983193277311,0.957983193277311,0.2261771018206396,0.2651126574266179,0.2261771018206396,0.19721093784236704,0.15958441103132906,0.10748715828357226,0.15958441103132906,0.1765504137557552,0.23419337868281556,0.29411764705882354,12.955340064874216,0.18311211241393527,0.18311211241393527,0.6341719861854526,0.5044387859456679,0.7494810875207132,0.5485656303863404,0.47766468074744434,0.5485656303863404,0.5838481034875548,0.6050420168067226,119,0
resnet50,123,435_456,Face2Face,1,brightening_sev1,brightening,1,0.7100628171495995,0.7105263157894737,0.7105263157894737,0.21742474808557094,0.2635184790756561,0.21742474808557094,0.1802628608684657,0.1314822310539369,0.09631847193420184,0.1314822310539369,0.1333280219047853,0.2362739072729309,0.34868421052631576,12.889646887779236,0.15854149109585894,0.15854149109585894,0.5510800731346152,0.5511565823567492,0.8882450418016351,0.7220679520588353,0.6802981120805571,0.7220679520588353,0.7412475667471605,0.7894736842105263,152,0
resnet50,123,435_456,Face2Face,1,brightening_sev2,brightening,2,0.8308916138607616,0.868421052631579,0.868421052631579,0.2451387200182127,0.30189876043956493,0.2451387200182127,0.20267986212610176,0.1524583544632521,0.11321442897179229,0.1524583544632521,0.15413946902329653,0.2615046465203799,0.40131578947368424,12.992190348474603,0.06815304604395733,0.06815304604395733,0.5888920636080959,0.6284099873113231,0.8137403742156376,0.6176078015363122,0.5523886634356266,0.6176078015363122,0.6414006429912419,0.631578947368421,152,0
resnet50,123,435_456,Face2Face,1,brightening_sev3,brightening,3,0.7713087116625454,0.7960526315789473,0.7960526315789473,0.22741015675572035,0.28741956937368995,0.22741015675572035,0.186751034726137,0.1390194700225805,0.10681490596078032,0.1390194700225805,0.13913981915229467,0.25052690581312637,0.375,12.953188607567235,0.05914304148647813,0.05914304148647813,0.516327722587831,0.6108686111784711,0.8316541968688048,0.6345722330580678,0.5705432095443072,0.6345722330580678,0.6549098165966625,0.7039473684210527,152,0
resnet50,123,435_456,Face2Face,1,clean,clean,0,0.5156734854620146,0.5,0.5,0.17181692563493592,0.20766696432508078,0.17181692563493592,0.14437669709327552,0.1002238234035034,0.07373061482437893,0.1002238234035034,0.1037139195730729,0.19213837643002893,0.2565789473684211,12.837193683574075,0.19107122057175727,0.19107122057175727,0.40893669414493306,0.4023257735465641,,,,,,,152,0
resnet50,123,435_456,Face2Face,1,darkening_sev1,darkening,1,0.3414491491628149,0.3026315789473684,0.3026315789473684,0.1235181457208695,0.14989995830421746,0.1235181457208695,0.10729415626779443,0.07090672353889364,0.05279069682807657,0.07090672353889364,0.07557570700943694,0.14211284382256442,0.17105263157894737,13.014573373292622,0.17275423195831915,0.17275423195831915,0.2414435548462758,0.21436108649696076,0.7285206810083135,0.5631191110690184,0.5088809775177899,0.5631191110690184,0.5928736613637562,0.8026315789473685,152,0
resnet50,123,435_456,Face2Face,1,darkening_sev2,darkening,2,0.35772871505469084,0.28289473684210525,0.28289473684210525,0.10806878389707344,0.12765114348916304,0.10806878389707344,0.09322835954525586,0.06225428007296574,0.045007343935320174,0.06225428007296574,0.06609623080076958,0.116567697790542,0.14473684210526316,13.205947593638772,0.11106886360855577,0.11106886360855577,0.19539402820182178,0.14339451137685066,0.5769158040252791,0.4147646029766536,0.37127952470460224,0.4147646029766536,0.4371414555256357,0.743421052631579,152,0
resnet50,123,435_456,Face2Face,1,darkening_sev3,darkening,3,0.17114602379794963,0.0,0.0,0.029637408623639196,0.02460345639901439,0.029637408623639196,0.032552619582363856,0.014383588146985746,0.007619319620601775,0.014383588146985746,0.019395016932679237,0.03338202097861127,0.013157894736842105,13.684199188884936,-0.021449734358803204,-0.021449734358803204,-0.03899909718893466,0.008165806801499507,0.08228936829284295,0.03860956061136176,0.009700659000849356,0.03860956061136176,0.09200124669042758,0.5,152,0
resnet50,123,435_456,Face2Face,1,jpeg_sev1,jpeg,1,0.1944612098082679,0.13157894736842105,0.13157894736842105,0.08403768286108307,0.10337002872915287,0.08403768286108307,0.07331419305480982,0.04510460284215645,0.03472105970377673,0.04510460284215645,0.04817908164566824,0.10096573288125332,0.125,12.998214414245204,0.058204826788201686,0.058204826788201686,0.13560398625199202,0.13611621076032812,0.6178454404313474,0.46164468655318397,0.389528346439705,0.46164468655318397,0.5073220558741836,0.631578947368421,152,0
resnet50,123,435_456,Face2Face,1,jpeg_sev2,jpeg,2,0.0074489412714491615,0.0,0.0,0.010522177675430153,0.006485895775567377,0.010522177675430153,0.014727414349557261,0.0049150432643607226,0.00194731592859564,0.0049150432643607226,0.008437270631073827,0.014243632881363476,0.006578947368421052,13.360172008213244,0.0012619815018919311,0.0012619815018919311,0.0016346240595578709,-0.004503480970350572,0.12354137249360886,0.08160323698372955,0.02446862481071482,0.08160323698372955,0.1483392266747794,0.5,152,0
resnet50,123,435_456,Face2Face,1,jpeg_sev3,jpeg,3,0.03317686539268925,0.0,0.0,0.011125423819906936,0.00943949271425896,0.011125423819906936,0.014341624968683873,0.005194531730430912,0.0028823198221395196,0.005194531730430912,0.008200638037907314,0.014159871358592278,0.0,13.306602898396944,9.014053686939834e-07,9.014053686939834e-07,0.010880692130070327,-0.018579356104294783,0.0804798164201358,0.04790761169114005,0.013065094109867824,0.04790761169114005,0.10347826945902655,0.5,152,0
resnet50,123,435_456,Face2Face,1,resize_sev1,resize,1,0.8462869070078197,0.9144736842105263,0.9144736842105263,0.25810450185666434,0.3209573514335784,0.25810450185666434,0.21421961973780781,0.16195622191503992,0.12104040132466085,0.16195622191503992,0.16519982355587542,0.2858571644012122,0.4144736842105263,12.905131340026855,0.1648477424414044,0.1648477424414044,0.6238806151515363,0.5818529776052425,0.7889374478183546,0.6111044894877028,0.5402050353220501,0.6111044894877028,0.6465250695544225,0.5723684210526315,152,0
resnet50,123,435_456,Face2Face,1,resize_sev2,resize,2,0.9247611400328184,0.9473684210526315,0.9473684210526315,0.2880069391003685,0.36049426642128807,0.2880069391003685,0.23678489152589494,0.1868180890741523,0.13998031544169462,0.1868180890741523,0.18794406651894707,0.30820160507467387,0.4407894736842105,13.003947615623474,0.11929537899375547,0.11929537899375547,0.6800163131035668,0.5919937428062487,0.7372956340211314,0.5564788452854357,0.47880189104643517,0.5564788452854357,0.5930503565882986,0.5526315789473685,152,0
resnet50,123,435_456,Face2Face,1,resize_sev3,resize,3,0.8551243164233471,0.9342105263157895,0.9342105263157895,0.2955228187324393,0.3659791982504379,0.2955228187324393,0.2409981444395132,0.19496961099192606,0.1432723010444953,0.19496961099192606,0.19390860989220968,0.32021578507995185,0.4342105263157895,12.948818200512937,0.1778283180472882,0.1778283180472882,0.6101675439674995,0.48482755836295455,0.7070905693063124,0.5184341943102926,0.44357489794352456,0.5184341943102926,0.5566413855863779,0.5526315789473685,152,0
resnet50,123,435_456,FaceSwap,1,brightening_sev1,brightening,1,0.7891748975805876,0.8067226890756303,0.8067226890756303,0.004073297026991767,0.004080023664027687,0.004073297026991767,0.0033500700501087185,0.003443946785889374,0.0029773235433588033,0.003443946785889374,0.002993025472463185,0.0038142434917277108,0.0,12.919798514422249,0.14416160939276967,0.14416160939276967,0.6039803751486064,0.6020918919972903,0.9014997769080484,0.7308018185719249,0.6899689606973453,0.7308018185719249,0.7560275118626961,0.773109243697479,119,0
resnet50,123,435_456,FaceSwap,1,brightening_sev2,brightening,2,0.9094639473727771,0.9495798319327731,0.9495798319327731,0.0045271306881761,0.005951210554739421,0.0045271306881761,0.003563881104104409,0.0038366428533065104,0.004346194428439405,0.0038366428533065104,0.003188864899758248,0.004622342837523253,0.0,13.038806738973665,0.03831466310853217,0.03831466310853217,0.6255871302158642,0.6684854867312462,0.8272241770679252,0.6218308190372768,0.5585842018738113,0.6218308190372768,0.6508748848926522,0.6302521008403361,119,0
resnet50,123,435_456,FaceSwap,1,brightening_sev3,brightening,3,0.8474009850633746,0.8991596638655462,0.8991596638655462,0.00414055298471231,0.0041259085102342006,0.00414055298471231,0.003233933806270221,0.003495279807195043,0.002969471143573169,0.003495279807195043,0.002885450584046839,0.003694121790957004,0.0,12.989251681736537,0.028051946316102236,0.028051946316102236,0.5472719916886016,0.6536442632659754,0.8478928592932242,0.6450478621966781,0.5878159016624644,0.6450478621966781,0.6675076150111527,0.680672268907563,119,0
resnet50,123,435_456,FaceSwap,1,clean,clean,0,0.5823583309753884,0.5798319327731093,0.5798319327731093,0.002885266624814063,0.002490874262454362,0.002885266624814063,0.0031298084655598996,0.002444036938306885,0.0018253025471814933,0.002444036938306885,0.0028120585360694775,0.002938256839983971,0.0,12.844915838802562,0.2009725685988576,0.2009725685988576,0.45833059882318616,0.4519661128914234,,,,,,,119,0
resnet50,123,435_456,FaceSwap,1,darkening_sev1,darkening,1,0.38601280861150694,0.35294117647058826,0.35294117647058826,0.004312872614996908,0.0025729250589310894,0.004312872614996908,0.006304014524691729,0.003696240632520366,0.0018985188371160892,0.003696240632520366,0.0057502815607802776,0.004416442345633515,0.0,13.010378164403578,0.18975926388227263,0.18975926388227263,0.27572654320138407,0.24342005221298388,0.7537671870970163,0.5871652441154707,0.5349076950160466,0.5871652441154707,0.6130519423220732,0.773109243697479,119,0
resnet50,123,435_456,FaceSwap,1,darkening_sev2,darkening,2,0.4077004539240308,0.3445378151260504,0.3445378151260504,0.0073623343274464076,0.006224402504557631,0.0073623343274464076,0.008201899229640205,0.00645894256403863,0.004655036548131531,0.00645894256403863,0.007596262509798448,0.007468232561875782,0.008403361344537815,13.158558324605478,0.125194805384684,0.125194805384684,0.22590155727347402,0.17188939900614883,0.6293487038941217,0.45778848024968544,0.4144252436534772,0.45778848024968544,0.4713736089097098,0.7142857142857143,119,0
resnet50,123,435_456,FaceSwap,1,darkening_sev3,darkening,3,0.18675481446650846,0.0,0.0,0.00906508327041505,0.005902591885771939,0.00906508327041505,0.010447533663232794,0.008115820080933187,0.004526877931570934,0.008115820080933187,0.009766044355378018,0.009794806833426416,0.0,13.69861535465016,-0.022149656625354973,-0.022149656625354973,-0.03849300668582695,0.007925948832465826,0.075755555616171,0.034161133315002465,0.007690734843965836,0.034161133315002465,0.08216726233390716,0.42016806722689076,119,0
resnet50,123,435_456,FaceSwap,1,jpeg_sev1,jpeg,1,0.21410717385500166,0.14285714285714285,0.14285714285714285,0.0028921345754315667,0.0015423095289241967,0.0028921345754315667,0.004900799109880569,0.0025109770025763937,0.0011431607678573867,0.0025109770025763937,0.004510360914624325,0.003620179797416718,0.0,12.985566828431201,0.05205789761336033,0.05205789761336033,0.1454213479036825,0.1527342024276878,0.6287355025617851,0.47076913953765004,0.3980064477494289,0.47076913953765004,0.5161147366764645,0.5630252100840336,119,0
resnet50,123,435_456,FaceSwap,1,jpeg_sev2,jpeg,2,0.008170173889634489,0.0,0.0,0.010576866822525016,0.006347673096204951,0.010576866822525016,0.012024592599349527,0.009281458334834474,0.004852648754176211,0.009281458334834474,0.011162382331209924,0.009840866315275396,0.0,13.35526529680781,0.0015114589488894664,0.0015114589488894664,0.002155206841465544,-0.004514551509348776,0.11445784184576685,0.07807238859432339,0.021036319053317324,0.07807238859432339,0.14003006880911856,0.42016806722689076,119,0
resnet50,123,435_456,FaceSwap,1,jpeg_sev3,jpeg,3,0.030852114250531235,0.0,0.0,0.009498299675596037,0.00986805136513623,0.009498299675596037,0.009736394987123448,0.008454572354476593,0.007679825966422547,0.008454572354476593,0.00909434985855296,0.009651532204968552,0.008403361344537815,13.319648261831588,0.0011013592612937521,0.0011013592612937521,0.011219832353453337,-0.01755503068302418,0.07338203886369082,0.04288976843553113,0.011559108641377727,0.04288976843553113,0.08901207648196462,0.42016806722689076,119,0
resnet50,123,435_456,FaceSwap,1,resize_sev1,resize,1,0.8864209396498544,0.9495798319327731,0.9495798319327731,0.0042149012827574035,0.005201629359223748,0.0042149012827574035,0.0036324948759657773,0.003580875937113949,0.003829705217474961,0.003580875937113949,0.0032538723913567397,0.004429673981804696,0.0,12.915612052468692,0.1301104106134226,0.1301104106134226,0.6464953869581223,0.5977878502624876,0.8236213805122896,0.6380966913195448,0.5726699408794879,0.6380966913195448,0.6721437959648301,0.6134453781512605,119,0
resnet50,123,435_456,FaceSwap,1,resize_sev2,resize,2,0.9435354695350182,0.9663865546218487,0.9663865546218487,0.004952862237827549,0.005819458034874477,0.004952862237827549,0.004109254309696653,0.004210163557259014,0.004252902671258453,0.004210163557259014,0.003689183980084254,0.0052225372026228015,0.0,13.029891695295062,0.09220215172639912,0.09220215172639912,0.6785152783977384,0.5918554785904013,0.7833604748111218,0.5891840470923111,0.5162296762426675,0.5891840470923111,0.6253191715454578,0.6134453781512605,119,0
resnet50,123,435_456,FaceSwap,1,resize_sev3,resize,3,0.8833354009049279,0.957983193277311,0.957983193277311,0.00501688046529845,0.006254780936630857,0.00501688046529845,0.004497454406797233,0.004269586697141807,0.00460922455594485,0.004269586697141807,0.004054613968789763,0.005948160690534317,0.0,12.955340064874216,0.18311211241393527,0.18311211241393527,0.6341719861854526,0.5044387859456679,0.7494810875207132,0.5485656303863404,0.47766468074744434,0.5485656303863404,0.5838481034875548,0.6050420168067226,119,0
resnet50,123,435_456,NeuralTextures,1,brightening_sev1,brightening,1,0.7891748975805876,0.8067226890756303,0.8067226890756303,0.15541562394387248,0.19014586221758722,0.15541562394387248,0.12811490787150687,0.09522629398704739,0.07059221919633646,0.09522629398704739,0.09590621912182888,0.16913386356511995,0.25210084033613445,12.919798514422249,0.14416160939276967,0.14416160939276967,0.6039803751486064,0.6020918919972903,0.9014997769080484,0.7308018185719249,0.6899689606973453,0.7308018185719249,0.7560275118626961,0.773109243697479,119,0
resnet50,123,435_456,NeuralTextures,1,brightening_sev2,brightening,2,0.9094639473727771,0.9495798319327731,0.9495798319327731,0.17901766771618272,0.22040223554087215,0.17901766771618272,0.14734209421604347,0.11403550203326032,0.08445368827413305,0.11403550203326032,0.11465830284123264,0.18677517902547228,0.2857142857142857,13.038806738973665,0.03831466310853217,0.03831466310853217,0.6255871302158642,0.6684854867312462,0.8272241770679252,0.6218308190372768,0.5585842018738113,0.6218308190372768,0.6508748848926522,0.6302521008403361,119,0
resnet50,123,435_456,NeuralTextures,1,brightening_sev3,brightening,3,0.8474009850633746,0.8991596638655462,0.8991596638655462,0.16527309042377522,0.20796002749510728,0.16527309042377522,0.13422142466802153,0.10338826679377038,0.07895273390962064,0.10338826679377038,0.10195747448905698,0.17808664771323243,0.2605042016806723,12.989251681736537,0.028051946316102236,0.028051946316102236,0.5472719916886016,0.6536442632659754,0.8478928592932242,0.6450478621966781,0.5878159016624644,0.6450478621966781,0.6675076150111527,0.680672268907563,119,0
resnet50,123,435_456,NeuralTextures,1,clean,clean,0,0.5823583309753884,0.5798319327731093,0.5798319327731093,0.11932227116957952,0.14447258044556857,0.11932227116957952,0.100899121715871,0.06966912974002266,0.051781854286951944,0.06966912974002266,0.07222336346821352,0.1340463486519539,0.19327731092436976,12.844915838802562,0.2009725685988576,0.2009725685988576,0.45833059882318616,0.4519661128914234,,,,,,,119,0
resnet50,123,435_456,NeuralTextures,1,darkening_sev1,darkening,1,0.38601280861150694,0.35294117647058826,0.35294117647058826,0.08140360726415694,0.10004225830697223,0.08140360726415694,0.07152474146446917,0.046491206651459116,0.035262146292412616,0.046491206651459116,0.05033350577629932,0.09433129913669272,0.1092436974789916,13.010378164403578,0.18975926388227263,0.18975926388227263,0.27572654320138407,0.24342005221298388,0.7537671870970163,0.5871652441154707,0.5349076950160466,0.5871652441154707,0.6130519423220732,0.773109243697479,119,0
resnet50,123,435_456,NeuralTextures,1,darkening_sev2,darkening,2,0.4077004539240308,0.3445378151260504,0.3445378151260504,0.07964866807416403,0.09128115397195392,0.07964866807416403,0.06939986537690952,0.04560327346753799,0.032431916233736674,0.04560327346753799,0.04881486631553719,0.08407459899461386,0.08403361344537816,13.158558324605478,0.125194805384684,0.125194805384684,0.22590155727347402,0.17188939900614883,0.6293487038941217,0.45778848024968544,0.4144252436534772,0.45778848024968544,0.4713736089097098,0.7142857142857143,119,0
resnet50,123,435_456,NeuralTextures,1,darkening_sev3,darkening,3,0.18675481446650846,0.0,0.0,0.024028083532707984,0.020471121985366315,0.024028083532707984,0.025098658297319887,0.011759431191769153,0.006388853246084128,0.011759431191769153,0.015080477061910454,0.025275331154430147,0.008403361344537815,13.69861535465016,-0.022149656625354973,-0.022149656625354973,-0.03849300668582695,0.007925948832465826,0.075755555616171,0.034161133315002465,0.007690734843965836,0.034161133315002465,0.08216726233390716,0.42016806722689076,119,0
resnet50,123,435_456,NeuralTextures,1,jpeg_sev1,jpeg,1,0.21410717385500166,0.14285714285714285,0.14285714285714285,0.053559508779356044,0.06470565486595914,0.053559508779356044,0.048906876029164645,0.02840516572660628,0.02171212823112604,0.02840516572660628,0.031896096998367644,0.06298302862466874,0.058823529411764705,12.985566828431201,0.05205789761336033,0.05205789761336033,0.1454213479036825,0.1527342024276878,0.6287355025617851,0.47076913953765004,0.3980064477494289,0.47076913953765004,0.5161147366764645,0.5630252100840336,119,0
resnet50,123,435_456,NeuralTextures,1,jpeg_sev2,jpeg,2,0.008170173889634489,0.0,0.0,0.009152462543926316,0.006132730315319379,0.009152462543926316,0.011663558126173297,0.00429931200111994,0.0018338950962018224,0.00429931200111994,0.006728775622318912,0.011453836032719714,0.008403361344537815,13.35526529680781,0.0015114589488894664,0.0015114589488894664,0.002155206841465544,-0.004514551509348776,0.11445784184576685,0.07807238859432339,0.021036319053317324,0.07807238859432339,0.14003006880911856,0.42016806722689076,119,0
resnet50,123,435_456,NeuralTextures,1,jpeg_sev3,jpeg,3,0.030852114250531235,0.0,0.0,0.0073626901154849175,0.005549612933018059,0.0073626901154849175,0.010007157621175947,0.003438569891533862,0.0016712450797953201,0.003438569891533862,0.005751555166758248,0.009644361761216145,0.0,13.319648261831588,0.0011013592612937521,0.0011013592612937521,0.011219832353453337,-0.01755503068302418,0.07338203886369082,0.04288976843553113,0.011559108641377727,0.04288976843553113,0.08901207648196462,0.42016806722689076,119,0
resnet50,123,435_456,NeuralTextures,1,resize_sev1,resize,1,0.8864209396498544,0.9495798319327731,0.9495798319327731,0.1782905225566216,0.21962285175640606,0.1782905225566216,0.14980226900592983,0.11294096879598627,0.0834561589411067,0.11294096879598627,0.11689064374709172,0.19492722047049155,0.2857142857142857,12.915612052468692,0.1301104106134226,0.1301104106134226,0.6464953869581223,0.5977878502624876,0.8236213805122896,0.6380966913195448,0.5726699408794879,0.6380966913195448,0.6721437959648301,0.6134453781512605,119,0
resnet50,123,435_456,NeuralTextures,1,resize_sev2,resize,2,0.9435354695350182,0.9663865546218487,0.9663865546218487,0.19686931826368745,0.24485950352172217,0.19686931826368745,0.16320851867727493,0.12877432620610815,0.09579407561674623,0.12877432620610815,0.1308343010777054,0.20613050989000736,0.29411764705882354,13.029891695295062,0.09220215172639912,0.09220215172639912,0.6785152783977384,0.5918554785904013,0.7833604748111218,0.5891840470923111,0.5162296762426675,0.5891840470923111,0.6253191715454578,0.6134453781512605,119,0
resnet50,123,435_456,NeuralTextures,1,resize_sev3,resize,3,0.8833354009049279,0.957983193277311,0.957983193277311,0.2013231591097897,0.24820925039224048,0.2013231591097897,0.1668165599790449,0.13371220773903145,0.09776786540237803,0.13371220773903145,0.13597666839805775,0.21448814792579832,0.2857142857142857,12.955340064874216,0.18311211241393527,0.18311211241393527,0.6341719861854526,0.5044387859456679,0.7494810875207132,0.5485656303863404,0.47766468074744434,0.5485656303863404,0.5838481034875548,0.6050420168067226,119,0
