model,seed,video_id,original_frame_number,frame_path,category,ground_truth,transformation,transformation_family,severity,prob_fake,pred_fake,correct,saliency_mass,hit_rate,saliency_entropy,SO@10,IoU@10,SO@20,IoU@20,SO@30,IoU@30,SO,IoU,prob_fake_blur,faithfulness_blur,prob_fake_zero,faithfulness_zero,prob_fake_mean,faithfulness_mean,faithfulness,ES_cos,explanation_IoU@10,explanation_IoU@20,explanation_IoU@30,explanation_IoU,clean_prob_fake,clean_pred_fake,prediction_preserved,prediction_state
xception,2024,033,12,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\033\frame_000012.jpg,Original,0,darkening_sev3,darkening,3,0.0019041064660996199,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,033,16,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\033\frame_000016.jpg,Original,0,darkening_sev3,darkening,3,0.0033415930811315775,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,097,0,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\097\frame_000000.jpg,Original,0,darkening_sev3,darkening,3,0.06465112417936325,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,097,4,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\097\frame_000004.jpg,Original,0,darkening_sev3,darkening,3,0.008851457387208939,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,097,8,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\097\frame_000008.jpg,Original,0,darkening_sev3,darkening,3,0.0159012358635664,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,097,12,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\097\frame_000012.jpg,Original,0,darkening_sev3,darkening,3,0.39595749974250793,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,097,16,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\097\frame_000016.jpg,Original,0,darkening_sev3,darkening,3,0.7711133360862732,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,033_097,0,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\033_097\frame_000000.jpg,Deepfakes,1,darkening_sev3,darkening,3,0.8054757714271545,1,1,0.16452290447455478,0.0,12.420069694519043,0.0,0.0,0.0,0.0,0.12287581699346405,0.07909129154396298,0.0,0.0,0.47616222500801086,0.3293135464191437,0.8724632859230042,-0.06698751449584961,0.7613047957420349,0.04417097568511963,0.3293135464191437,0.9496445469289222,0.6491511721907841,0.8361836183618362,0.7366628830874007,0.8361836183618362,0.22421479225158691,0.0,0.0,Incorrect->Correct
xception,2024,033_097,4,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\033_097\frame_000004.jpg,Deepfakes,1,darkening_sev3,darkening,3,0.9990639090538025,1,1,0.0,0.0,11.208329200744629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999809265136719,-0.0009170174598693848,0.18084706366062164,0.8182168453931808,0.10075927525758743,0.8983046337962151,-0.0009170174598693848,0.7541212689530772,0.48633879781420764,0.46405228758169936,0.43157894736842106,0.46405228758169936,0.9779755473136902,1.0,1.0,Correct->Correct
xception,2024,033_097,8,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\033_097\frame_000008.jpg,Deepfakes,1,darkening_sev3,darkening,3,0.9999173879623413,1,1,0.7781907494665803,1.0,11.165693283081055,0.8800813008130082,0.4127740705433746,0.7357723577235772,0.5792,0.638550135501355,0.6186412865113227,0.7357723577235772,0.5792,0.9999158382415771,1.5497207641601562e-06,0.10854005068540573,0.8913773372769356,0.10108238458633423,0.8988350033760071,1.5497207641601562e-06,0.1757678623011872,0.0,0.0,0.0023769100169779285,0.0,0.6116992831230164,1.0,1.0,Correct->Correct
xception,2024,033_097,12,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\033_097\frame_000012.jpg,Deepfakes,1,darkening_sev3,darkening,3,0.999964714050293,1,1,0.7807116920920358,1.0,11.222416877746582,0.8943323727185398,0.4360655737704918,0.7265737626141279,0.5828835774865073,0.6239590006406149,0.6089402938418256,0.7265737626141279,0.5828835774865073,0.999882698059082,8.20159912109375e-05,0.1855808049440384,0.8143839091062546,0.09731019288301468,0.9026545211672783,8.20159912109375e-05,0.10256669075274948,0.0,0.0,0.0011219746754287546,0.0,0.48996806144714355,0.0,0.0,Incorrect->Correct
xception,2024,033_097,16,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\033_097\frame_000016.jpg,Deepfakes,1,darkening_sev3,darkening,3,0.9997130036354065,1,1,0.0,0.0,11.12719440460205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999829530715942,-0.00026994943618774414,0.17280587553977966,0.8269071280956268,0.11218090355396271,0.8875321000814438,-0.00026994943618774414,0.3252112816627316,0.0,0.03808773312319411,0.11152764761012184,0.03808773312319411,0.8736113905906677,1.0,1.0,Correct->Correct
xception,2024,097_033,0,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\097_033\frame_000000.jpg,Deepfakes,1,darkening_sev3,darkening,3,0.9999310970306396,1,1,0.8977803358382831,1.0,11.586265563964844,0.9821693907875185,0.40403422982885084,0.8908280727812848,0.6773009599096556,0.7462243129487497,0.705359232389422,0.8908280727812848,0.6773009599096556,0.9999961853027344,-6.508827209472656e-05,0.13124710321426392,0.8686839938163757,0.15647034347057343,0.8434607535600662,-6.508827209472656e-05,0.9927554411267506,0.8604008293020041,0.9133214920071048,0.9242496426869938,0.9133214920071048,0.9986734390258789,1.0,1.0,Correct->Correct
xception,2024,097_033,4,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\097_033\frame_000004.jpg,Deepfakes,1,darkening_sev3,darkening,3,0.9999792575836182,1,1,0.9020617552330489,1.0,11.633212089538574,0.9898329702251271,0.42540574282147314,0.9019607843137255,0.7179190751445087,0.7489711934156379,0.7319612017979654,0.9019607843137255,0.7179190751445087,0.999998927116394,-1.9669532775878906e-05,0.15750902891159058,0.8424702286720276,0.18527455627918243,0.8147047013044357,-1.9669532775878906e-05,0.9150840452175059,0.9435426958362738,0.566107477964174,0.4289173296437219,0.566107477964174,0.986754834651947,1.0,1.0,Correct->Correct
xception,2024,097_033,8,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\097_033\frame_000008.jpg,Deepfakes,1,darkening_sev3,darkening,3,0.9999923706054688,1,1,0.9033250599225795,1.0,11.642023086547852,0.9955555555555555,0.4057971014492754,0.9055555555555556,0.6866048862679023,0.7637037037037037,0.7255453905700211,0.9055555555555556,0.6866048862679023,0.9999996423721313,-7.271766662597656e-06,0.12965887784957886,0.8703334927558899,0.16124658286571503,0.8387457877397537,-7.271766662597656e-06,0.9960158910693369,0.910828025477707,0.9251336898395722,0.9518072289156626,0.9251336898395722,0.9978682994842529,1.0,1.0,Correct->Correct
xception,2024,097_033,12,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\097_033\frame_000012.jpg,Deepfakes,1,darkening_sev3,darkening,3,0.9999996423721313,1,1,0.0,0.0,11.670105934143066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999996423721313,0.0,0.1428626924753189,0.8571369498968124,0.1708429902791977,0.8291566520929337,0.0,0.9962038317251408,0.8928823114869626,0.9330935251798561,0.937965857177206,0.9330935251798561,0.9999483823776245,1.0,1.0,Correct->Correct
xception,2024,097_033,16,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\097_033\frame_000016.jpg,Deepfakes,1,darkening_sev3,darkening,3,0.999997615814209,1,1,0.9061892656702187,1.0,11.789708137512207,1.0,0.4313423645320197,0.9443254817987152,0.7773207990599295,0.760590195145169,0.7512929007992478,0.9443254817987152,0.7773207990599295,0.9999997615814209,-2.1457672119140625e-06,0.11323030292987823,0.8867673128843307,0.14806590974330902,0.8519317060709,-2.1457672119140625e-06,0.9955062774433456,0.9231297185998627,0.933080372542256,0.9061011567248809,0.933080372542256,0.9999332427978516,1.0,1.0,Correct->Correct
xception,2024,033,0,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\033\frame_000000.jpg,Original,0,brightening_sev3,brightening,3,0.0012146380031481385,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,033,4,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\033\frame_000004.jpg,Original,0,brightening_sev3,brightening,3,0.0010124467080458999,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,033,8,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\033\frame_000008.jpg,Original,0,brightening_sev3,brightening,3,0.0018731332384049892,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,033,12,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\033\frame_000012.jpg,Original,0,brightening_sev3,brightening,3,0.0012487712083384395,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,033,16,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\033\frame_000016.jpg,Original,0,brightening_sev3,brightening,3,0.0006999529432505369,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,097,0,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\097\frame_000000.jpg,Original,0,brightening_sev3,brightening,3,0.0035043773241341114,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,097,4,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\097\frame_000004.jpg,Original,0,brightening_sev3,brightening,3,0.00013739838323090225,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,097,8,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\097\frame_000008.jpg,Original,0,brightening_sev3,brightening,3,0.00018797101802192628,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,097,12,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\097\frame_000012.jpg,Original,0,brightening_sev3,brightening,3,0.0046636927872896194,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,097,16,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\real\097\frame_000016.jpg,Original,0,brightening_sev3,brightening,3,0.00135059654712677,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
xception,2024,033_097,0,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\033_097\frame_000000.jpg,Deepfakes,1,brightening_sev3,brightening,3,0.018496498465538025,0,0,0.05269647351400423,0.0,12.637096405029297,0.0,0.0,0.0,0.0,0.013725490196078431,0.008254716981132075,0.0,0.0,0.006047636736184359,0.012448861729353666,0.003095629857853055,0.01540086860768497,0.004418745171278715,0.01407775329425931,0.012448861729353666,0.9663904485196078,0.5454545454545454,0.7654694937256599,0.8562329390354868,0.7654694937256599,0.22421479225158691,0.0,1.0,Incorrect->Incorrect
xception,2024,033_097,4,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\033_097\frame_000004.jpg,Deepfakes,1,brightening_sev3,brightening,3,0.07611159980297089,0,0,0.0,0.0,12.592936515808105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014775067567825317,0.06133653223514557,0.01748218759894371,0.058629412204027176,0.01706143096089363,0.059050168842077255,0.06133653223514557,0.5802475191156825,0.04550438596491228,0.15779872301611433,0.22944468359879466,0.15779872301611433,0.9779755473136902,1.0,0.0,Correct->Incorrect
xception,2024,033_097,8,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\033_097\frame_000008.jpg,Deepfakes,1,brightening_sev3,brightening,3,0.029164470732212067,0,0,0.04863777807436086,0.0,12.483357429504395,0.0,0.0,0.0,0.0,0.0054145516074450084,0.0032526936369180726,0.0,0.0,0.01594018004834652,0.013224290683865547,0.011376169510185719,0.017788301222026348,0.015985578298568726,0.013178892433643341,0.013224290683865547,0.9444357256778183,0.48379804069329313,0.7346848832084619,0.800365742151783,0.7346848832084619,0.6116992831230164,1.0,0.0,Correct->Incorrect
xception,2024,033_097,12,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\033_097\frame_000012.jpg,Deepfakes,1,brightening_sev3,brightening,3,0.09073871374130249,0,0,0.04894814678137557,0.0,12.691322326660156,0.0,0.0,0.0,0.0,0.005438259756877799,0.0033112582781456954,0.0,0.0,0.04962028190493584,0.04111843183636665,0.013414230197668076,0.07732448354363441,0.023779261857271194,0.0669594518840313,0.04111843183636665,0.964074351466486,0.5905271199388846,0.7703105061675882,0.8355359765051396,0.7703105061675882,0.48996806144714355,0.0,1.0,Incorrect->Incorrect
xception,2024,033_097,16,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\033_097\frame_000016.jpg,Deepfakes,1,brightening_sev3,brightening,3,0.21627996861934662,0,0,0.0,0.0,12.602925300598145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15206466615200043,0.06421530246734619,0.06688174605369568,0.14939822256565094,0.09605717658996582,0.1202227920293808,0.06421530246734619,0.9505402684226931,0.7444933920704846,0.8301712170291532,0.7079493087557603,0.8301712170291532,0.8736113905906677,1.0,0.0,Correct->Incorrect
xception,2024,097_033,0,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\097_033\frame_000000.jpg,Deepfakes,1,brightening_sev3,brightening,3,0.18615752458572388,0,0,0.1016538230001081,0.0,12.983993530273438,0.0,0.0,0.0508160237388724,0.023592216290683657,0.0888833869769745,0.05181870669745958,0.0508160237388724,0.023592216290683657,0.06490860879421234,0.12124891579151154,0.010573910549283028,0.17558361403644085,0.019657893106341362,0.16649963147938251,0.12124891579151154,0.040207626071349915,0.0,0.0,0.03710360765181667,0.0,0.9986734390258789,1.0,0.0,Correct->Incorrect
xception,2024,097_033,4,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\097_033\frame_000004.jpg,Deepfakes,1,brightening_sev3,brightening,3,0.08757141977548599,0,0,0.06163755959499257,0.0,12.983857154846191,0.0,0.0,0.0,0.0,0.05277172597434036,0.030691257215261156,0.0,0.0,0.09319885075092316,-0.005627430975437164,0.009587173350155354,0.07798424642533064,0.022061770781874657,0.06550964899361134,-0.005627430975437164,0.3671638532576541,0.0,0.16080084299262382,0.24973528966873393,0.16080084299262382,0.986754834651947,1.0,0.0,Correct->Incorrect
xception,2024,097_033,8,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\097_033\frame_000008.jpg,Deepfakes,1,brightening_sev3,brightening,3,0.21410411596298218,0,0,0.1003530096260116,0.0,12.834176063537598,0.0,0.0,0.028888888888888888,0.013157894736842105,0.09950617283950618,0.05796059254997843,0.028888888888888888,0.013157894736842105,0.06209529936313629,0.1520088165998459,0.02763514779508114,0.18646896816790104,0.045277129858732224,0.16882698610424995,0.1520088165998459,0.03522491827451776,0.0,0.0,0.03066547906858379,0.0,0.9978682994842529,1.0,0.0,Correct->Incorrect
xception,2024,097_033,12,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\097_033\frame_000012.jpg,Deepfakes,1,brightening_sev3,brightening,3,0.26387521624565125,0,0,0.0,0.0,12.871278762817383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19959020614624023,0.06428501009941101,0.02324061468243599,0.24063460156321526,0.04667959362268448,0.21719562262296677,0.06428501009941101,0.05350102956337836,0.0,0.0,0.03652263374485597,0.0,0.9999483823776245,1.0,0.0,Correct->Incorrect
xception,2024,097_033,16,E:\ADM_Project\Robust-Explainable-and-Generalizable-Deepfake-Image-Detection-using-CNNs\data\frames\test\fake\097_033\frame_000016.jpg,Deepfakes,1,brightening_sev3,brightening,3,0.5555920004844666,1,1,0.18185263735304275,0.0,12.774227142333984,0.0,0.0,0.04746609564596717,0.022477606895386176,0.1346977629700143,0.08221963974433469,0.04746609564596717,0.022477606895386176,0.49665769934654236,0.058934301137924194,0.07423821836709976,0.4813537821173668,0.17283739149570465,0.3827546089887619,0.058934301137924194,0.19963875835057351,0.0,0.007189072609633357,0.0752302968270215,0.007189072609633357,0.9999332427978516,1.0,1.0,Correct->Correct
